label,message
benign,wiki.d-addicts.com/Chiisana_Koi_no_Uta
benign,forums.comicbookresources.com/forumdisplay.php?
benign,http://thenextweb.com/google/2015/05/12/android
benign,youtube.com/watch?v=KVU9eE-PnBE
benign,macaulay.ac.uk/photocomp/
benign,http://kenh14.vn/tv-show/thay-giao-tung-song-la
defacement,http://www.ndautopartes.com.ar/index.php?option
benign,myspace.com/brucereisman
phishing,http://www.maiyuhuuuuu.3owl.com/login_update.ph
benign,lyricsmania.com/hawnay_troof_lyrics.html
defacement,http://hsv-deswalm.nl/index.php?option=com_jcal
phishing,http://verify-account.nsweb.in/Update/b37e6eb20
benign,ladyantebellum.com/news/lady-our-kind-love-beco
defacement,http://www.ganyuan.net/newsshow.asp?id=62
benign,forums.redflagdeals.com/red-tony-award-winning-
benign,realtycouncil.com/dalecity.shtml
benign,fanpix.net/gallery/john-payne-pictures.htm
benign,scribd.com/doc/15500023/Slovenia-History-Cultur
benign,marriott.com/hotels/travel/bosll-courtyard-bost
benign,pipl.com/directory/people/Peggy/Connelly
benign,amazon.co.uk/Grants-Dissector-J-C-Boileau-Grant
benign,rushtruckcenters.com/Atlanta/parts.aspx
benign,style.mtv.com/2011/09/26/jonny-makeup-jeremy-sc
benign,bigten.org/genrel/062205aab.html
benign,hotfrog.com/Products/Primary-and-High-Schools/C
benign,answers.yahoo.com/question/index?qid=2008061410
benign,factbites.com/topics/Ruthenian-language
benign,123people.co.uk/s/pauline+gordon
benign,musicstack.com/records-cds/michele
benign,obits.dignitymemorial.com/dignity-memorial/obit
benign,facebook.com/avishai.us
benign,myspace.com/colmanbrothers
phishing,http://www.saxco.co/dir/OnlinefraudService/ID32
defacement,http://www.casescout.org/index.php?option=com_c
defacement,http://www.chantier-naval-gatto.com/index.php?o
benign,news.nationalpost.com/2011/07/27/somali-militan
benign,realtor.com/realestateandhomes-search/Vincennes
malware,chronic.com.hk
benign,twofriendskeywest.com/
benign,kovideo.net/distant-lover-lyrics-lil-boosie-485
defacement,http://networktrendsnow.com/about-us/news.1
benign,english.turkcebilgi.com/Eddie+Foy
benign,haguepublishing.com/
benign,connect.in.com/kelly-blatz/profile-161979.html
benign,pbase.com/stevanhogg/butlins1970
benign,cheatmasters.com/cheats/15587/Shadow_of_the_Col
benign,discount-cheap.net/Nike-Air-Max-90-QK-Steve-Nas
phishing,unimiggroup.com
benign,comfibook.com/n/Nino+Davi
benign,city-data.com/forum/kansas-city/631220-inexpens
benign,http://plarium.com/en/strategy-games/stormfall-
defacement,http://www.fancygaptourism.com/lodging-and-serv
benign,nils-christian.no/?page_id=15
benign,couponcodes4u.com/couponsdiscounts/new%20harbin
benign,eroticafilms.blogspot.com/2010/12/henri-pachard
benign,esksfans.com/forum/showthread.php?26523-Danny-M
benign,locus-international.com/
defacement,http://www.moravianchurchehc.org/pastors-page.h
benign,tvguide.com/celebrities/jaclyn-smith/photos/155
benign,checkonsite.com/twa-flight-center/
benign,kattunstuff.wordpress.com/2010/12/31/down-kat-t
benign,57classicchevy.com/
defacement,http://www.erotik-zimmer.de/index.php?option=co
benign,readinga-z.com/
benign,latavolamarche.blogspot.com/2010/01/top-5-roman
benign,thetachi.info/
benign,togetherkc.com/
benign,baseball-ranting.blogspot.com/2005/04/ray-lankf
benign,cibaustin.org/tag/combat_infantrymans_badge/
benign,uk.ask.com/wiki/Notre-Dame_Church_(Montreal)
benign,wiki.d-addicts.com/Ohno_Satoshi
defacement,http://www.ekino-neureut.de/index.php?option=co
benign,servinghistory.com/topics/WLIO::sub::News_Team
benign,mapsofworld.com/slovenia/
benign,facebook.com/bryan.fogarty
benign,martiniqueapts.com/
benign,wopsploitation.blogspot.com/2009/07/visiting-ho
benign,http://emgn.com/entertainment/15-make-up-tricks
benign,filmsite.org/controversialfilms.html
benign,kansascity.citysearch.com/profile/37163079/over
defacement,http://www.thenewspaper.ca/the-news?start=9
benign,spokeo.com/Candice+Gregory
defacement,http://www.englishlanguageco.com/index.php?opti
phishing,mushbillion.000webhostapp.com
defacement,http://www.lebensmittel-ueberwachung.de/index.p
benign,youtube.com/watch?v=e55muGzKK5o
defacement,http://richard-lebelt.de/index.php?option=com_c
benign,content.usatoday.com/community/tags/topic.aspx?
benign,simbayradio.blogspot.com/
benign,genforum.genealogy.com/howell/page8.html
benign,mlb.sbnation.com/authors/rob-neyer
defacement,http://www.teapu.net/cmd.asp?act=vrs
benign,genforum.genealogy.com/tardiff/
phishing,globaldesk.sitey.me
benign,robrock.com/
benign,amazon.com/Sylvania-22182-Fluorescent-Ecologic-
phishing,share.heropixphotography.com.au
defacement,http://www.sdsbalk.nl/index.php?option=com_bann
benign,greenday.wikia.com/wiki/Warning
benign,shortweird.wordpress.com/
benign,myspace.com/gramercyparkrock
benign,walkscore.com/OH
benign,http://buzzfil.net/article/5617/vdm/wtf-il-est-
benign,monmouthmedicalgroup.com/internal-medicine-md.h
benign,torontoist.com/2009/10/google_street_view_nowhe
benign,uk.linkedin.com/pub/barbara-grant-bennett/6/171
benign,kansas.uscity.net/Hockey/
benign,classmates.com/directory/public/memberprofile/l
benign,mylife.com/zip-codes/b3-18629/
benign,parl.gc.ca/HousePublications/Publication.aspx?D
benign,spin.com/articles/elton-john-guests-new-alice-c
benign,music.yahoo.com/faye-wong/
benign,pipl.com/directory/name/Hooper/Clarke
benign,myspace.com/andysix
benign,fotolog.com/oriol_stardust/22846079
malware,http://haishundl.com/a/qinpengqipaiguanfangxiaz
benign,wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=REG
benign,cardiffaac.org/
benign,kaco.com/KBay.HTM
benign,healthgrades.com/physician/dr-edward-chen-2s6k8
benign,goodreads.com/author/show/61534.Barbara_Dee_Ben
benign,auditionsfordisneychannel.net/
benign,rottentomatoes.com/m/happy_elf/
benign,cityvisionkck.org/home/staff/
phishing,http://www.webagencymarketing.it/css/view/scann
defacement,http://www.danceineducation.com/web/index.php?o
defacement,http://djamarildocastro.com.br/index.php?option
benign,breesegenealogy.blogspot.com/2011/06/limmigrant
benign,canadalawyerlist.com/lawyer/10058.html
benign,profilecanada.com/companydetail.cfm?company=784
benign,http://bdnews24.com/bangladesh/2015/05/12/human
benign,boston.com/sports/articles/2007/12/05/ravens_ma
defacement,http://www.nabu-gaildorf.de/index.php?option=co
defacement,http://www.oratoriosanfelipeneri.com.mx/oratori
benign,facebook.com/michiel.werle
defacement,http://soothingpainrelief.com/index.php?option=
benign,http://distractify.com/post/related/id/554300bc
benign,en.wikipedia.org/wiki/Zero_point
benign,oaklandhomespecialist.com/
defacement,http://www.redcourier.gr/services.html
defacement,http://www.reing-infor.com.mx/index.php?view=ar
benign,youtube.com/watch?v=jDW3YmnF0vo
benign,homepage.mac.com/kschember/DVD%20Collection%20R
benign,answers.com/topic/yale-university
benign,momandpopmusic.com/
benign,digg.com/news/offbeat/Make_Your_Penis_Bigger_An
benign,llbean.com/
benign,wargs.com/other/macfarlane.html
benign,montrealonthecheap.com/tag/parc-jean-drapeau/
phishing,dreambrides.co.za
benign,findagrave.com/cgi-bin/fg.cgi?page=gr&GRid=1006
benign,en.wordpress.com/tag/political-satire/
defacement,http://teamgorillas.com/index.php?view=dayview&
benign,vividseats.com/concerts/matt-wertz-tickets.html
benign,ourbis.ca/51089-ferme-mont-bruno-inc-saint-brun
benign,forums.bluebombers.com/index.php?topic=25171.0
defacement,http://www.el-harakat-afghanen.com/index.php?op
benign,icehockey.wikia.com/wiki/Montreal_Bleu_Blanc_Ro
benign,hg.org/law-firms/International-Law/Turkey.html
benign,construction-in-america.com/goods/Pressing/
phishing,xn--etherem-y24c.com
defacement,http://semiaogomespinto.pt/index.php?option=com
benign,elitistjerks.com/f15/t29453-combat_ratings_leve
phishing,goodnewsmessage.890m.com
benign,fogu.com/hm6/chan5/mining.php
benign,facebook.com/jmichael.smith51
defacement,http://onlineigri.net/all-games/adventure
benign,http://abc.go.com/shows/jimmy-kimmel-live/episo
benign,theroot.com/buzz/chauncey-bailey-case-life-arra
benign,http://stackoverflow.com/questions/13219634/eas
benign,vitals.com/doctors/Dr_Barbara_Bennett.html
malware,http://9779.info/%E5%89%AA%E8%B4%B4%E7%94%BB%E5
benign,cymax.com/prepac-bma-0320-double-multimedia-sto
benign,imdb.com/name/nm0830241/
benign,channelcanada.com/Article351.html
benign,reneritchie.com/
benign,youtube.com/watch?v=0SlDoP-ZgC4
benign,http://correios.com.br/para-voce/consultas-e-so
benign,answers.com/topic/order-of-the-bath
defacement,http://www.webcreators.gr/service-laptop/egkata
benign,obituaries.pressherald.com/obituaries/mainetoda
defacement,http://enriclloret.com/index.php?option=com_web
malware,http://www.js182.com/app/member/SportOption.php
malware,safety.apple.com.nlmalhmcvw.dwkummyh8ndpdenj.tr
benign,fanbase.com/New-Jersey-Devils-1994-95
benign,twitter.com/G_Tsantrizos
benign,kellyyerkes.mfr.mlxchange.com/?Page=1056512
benign,sports.espn.go.com/ncf/news/story?id=3444571
benign,webbhistory.org/harrison2.htm
benign,names.whitepages.com/thomas/brown
benign,porn.com/dvds/dirrty-1-2378.html
benign,en.wikipedia.org/wiki/2007%E2%80%9308_Michigan_
phishing,mebel11septemvri.com
benign,academickids.com/encyclopedia/index.php/Republi
benign,tombennettphotography.com/flam.aspx
phishing,viviendoconeii.com.ar
benign,mylife.com/bigbrooakt2866y
phishing,futbol5donjuan.com.ar
benign,hockeydb.com/ihdb/stats/leagues/seasons/teams/0
benign,naymz.com/heidimeier2143020
malware,http://shicaifanxin.cn/index.php?s=video/search
benign,thestocktracer.com/search/103_3_Lima_Radio.html
defacement,http://www.tandemw.kz/index.php?view=article&ca
defacement,http://www.rathgaelgym.org/news/general-club-ne
benign,texasbeyondhistory.net/forts/griffin/post.html
benign,yourchildlearns.com/us-state-maps.htm
benign,yelp.com/search?find_desc=woodbury+outlets&find
defacement,http://mahshov.com/index.php?option=com_content
defacement,http://www.alberi.com.br/seres-vivos/52-pulgao
benign,petticoat.topcities.com/paul_henning_bio.htm
benign,http://olx.ua/uk/hobbi-otdyh-i-sport/q-%D1%81%D
benign,disneychannelstars.info/
benign,http://seekingalpha.com/news/2519446-treasurys-
benign,linkedin.com/pub/b-anthony-hall/2/27/243
benign,acronyms.thefreedictionary.com/Universal+Intern
phishing,http://pastehtml.com/view/bbt10vfb9.html
defacement,http://farsgp.com/index.php?option=com_content&
defacement,http://www.khd.at/index.php?option=com_rsgaller
benign,transdevplc.co.uk/our-expertise.jsp?expertiseID
benign,poetryfoundation.org/bio/robert-pinsky
defacement,http://www.llantencatering.com.ar/sejeal.jpg
benign,local.yahoo.com/info-18748580-interstate-batter
benign,http://correios.com.br/para-sua-empresa/comunic
benign,americantowns.com/nd
defacement,http://www.autoretro.it/isorivolta.htm
benign,boards.ancestry.com/localities.northam.usa.stat
benign,haitilibre.com/en/news-3366-haiti-quebec-the-ma
defacement,http://haldenoyeklinikk.no/index.php?option=com
benign,ourbis.ca/253350-jean-coutu-la-baie
benign,http://hdfcbank.com/personal/article/know-your-
benign,pipl.com/directory/people/Francois/Beaudin
benign,en.wikipedia.org/wiki/Arthur_James_Nesbitt
benign,hotel-rates.com/china/shenzhen/universal-intern
benign,en.wikipedia.org/wiki/Nellie_Wong
benign,theroadwanderer.net/66Missouri/route66MO.htm
benign,connect.in.com/loto-quebec/images-loto-quebec-8
phishing,docquotations.com
defacement,http://www.twalogisticsltd.co.uk/downloads/5-tw
benign,genforum.familytreemaker.com/auger/page2.html
benign,zoominfo.com/people_directory/professional_prof
benign,code.google.com/apis/chart/interactive/docs/gal
benign,http://indianexpress.com/article/sports/footbal
defacement,http://thecheekofher.com/videos/139-sunday-mour
benign,emmanuelgarcia.slide.com/
benign,corcoran.com/aboutus/index.aspx?page=CareersAtC
benign,glassdoor.com/Job/NovaStar-Financial-Jobs-E7382
benign,slam.canoe.ca/SlamWrestlingArchive/feb22_superb
benign,http://tobogo.net/cdsb/board.php?board=love&bm=
benign,lashlarueband.com/
defacement,http://www.kulgupuit.ee/index.php?option=com_ph
benign,mansfieldicehockey.org/index.php?id=history2006
benign,westggsa.blogspot.com/2008/03/interessanthede-u
defacement,http://www.sppvideo.com/search.php?intro=tool
defacement,http://gleitschirmfluege.com/component/mailto/i
defacement,http://www.enolr.com/event-calendar/day/date/20
benign,ottawastart.com/story/1312.php
defacement,http://svadebny.com/index.php?option=com_sobi2&
benign,stltoday.com/news/local/metro/kirkwood-delays-d
benign,classfinders.com/directory/ca/oakland/
benign,http://gawker.com/hackers-leak-new-sony-movies-
benign,lanamaine.org/
benign,montrealonthecheap.com/2011/07/fun-in-the-sun-a
benign,listenonline24.com/listen/La_Kalle_1003
benign,youtube.com/watch?v=GGTdiQLPG3o
benign,renaud-bray.com/books_product.aspx?id=879700&de
benign,isaacjamesblog.com/
benign,diplom.org/manus/tree/?person=MMM
benign,cdnbca.org/
defacement,http://www.fitasylum.com/index.php/blog/running
benign,http://mic.com/articles/117318/13-indie-films-t
benign,http://pornsharing.com/cute-blonde-gets-her-ass
benign,uk.eurosport.yahoo.com/23102011/63/tisdale-team
defacement,http://www.treelineconcepts.com.au/index.php?op
benign,allposters.com/-st/Jules-Alexandre-Gruen-Poster
defacement,http://www.feuer-wehr.de/index.php?option=com_c
phishing,http://us.battle.net.en.qe-rs.com/login/en/logi
benign,seeklyrics.com/lyrics/The-Besnard-Lakes/
benign,zillow.com/homes/for_sale/Lima-OH/
benign,stub.com/american-idiot-tickets/
benign,sportslogos.net/team.php?id=109
benign,collegefootball.rivals.com/viewCFSE.asp?selposi
benign,http://atwiki.jp/wiki/%E3%81%A8%E3%82%82%E3%81%
phishing,rupeewiz.com
benign,http://twitter.com/home?status=%E3%83%8C%E3%81%
benign,atlific.com/properties/montreal_marriott_chatea
benign,celtic-casimir.com/webtree/3/2552.htm
benign,unidostango.com/sample-computer-product-sales-r
benign,rubenmancias.podomatic.com/
defacement,http://galiciainterior.com/overseas/index.htm
benign,artists.letssingit.com/the-black-eyed-peas-albu
benign,useralaw.com/Team.html
benign,https://500px.com/photo/23303881/tignes-communi
benign,mccarthysettlement.com/
benign,oneartworld.com/artists/Zi-/
defacement,http://www.bissfest-marburg.de/preise/gutschein
benign,desperate-housewives.c0sm.org/index.php?cast=do
benign,youtube.com/watch?v=KA5ZRS76nHk
benign,superiorpics.com/christina_ricci/
benign,moviedeaths.com/commando/sully/
benign,in.kompass.com/profile_IN844959_en/polymer-indu
benign,usfdons.com/sports/m-baskbl/2010-11/releases/20
malware,http://9779.info/%E6%A0%91%E5%8F%B6%E8%B4%B4%E7
benign,imdb.com/title/tt0265208/
benign,juggle.com/cincinnati-bengals
defacement,http://raysbicycle.com.au/index.php?option=com_
phishing,thapsumus.ga
benign,tomsawyer.com/pressreleases/index.php
defacement,http://audeantenne.com/index.php?option=com_con
benign,thewestsidegazette.com/News/Search/AdvancedSear
phishing,http://habbo-100moedas-gratis-oficial.blogspot.
benign,http://web.de/magazine/wissen/blog/brynja-adam-
benign,linkpendium.com/genealogy/USA/CA/Alameda/
benign,pipl.com/directory/people/Gerard/Asselin
defacement,http://www.protect-effect.nl/sejeal.jpg
benign,thefreedictionary.com/Hot+Springs
benign,http://tunein.com/radio/CBC-Radio-One-Halifax-9
phishing,helps-instagram.com
benign,encyclopedia.farlex.com/Townships
benign,http://techcrunch.com/2015/03/13/this-week-on-t
benign,coursesmart.com/visions-the-canadian-history-mo
benign,markrobertgordon.com/
benign,http://elitedaily.com/news/world/elon-musk-deni
benign,grouprecipes.com/62637/heart-healthy-spanish-ri
defacement,http://945wg.com/deal_js.asp?mudi=newsAddReadNu
benign,music.yahoo.com/aardvark/
benign,thecanadianencyclopedia.com/index.cfm?PgNm=TCE&
benign,myspace.com/sharkbitetapes
malware,http://www.thereefrestaurant.com/wp-content/plu
benign,http://b9dm.com/index.php/video/index.php/video
defacement,http://www.trees-partner.ch/index.php?view=arti
benign,oaoa.com/articles/15in-50907-randy-line.html
malware,http://www.newstudy.net/community/Web_nMngr.asp
benign,utah.gov/governor/news_media/article.html?artic
benign,commons.wikimedia.org/wiki/United_States_genera
benign,amazon.com/Weirdsville-Taryn-Manning/dp/B000OU0
benign,community.webshots.com/user/janezmu/tags/wester
defacement,http://www.thc-hanau.de/index.php/geschaeft
defacement,http://www.activeinformatica.com/sejeal.jpg
benign,answers.com/topic/clay-county-missouri
benign,gradschoolfinder.com/schools/programdetail.asp?
phishing,giteseeonee.be
benign,http://web.tv/liveCategory/56/language/1/index/
benign,nhptv.org/natureworks/yellowcrownednightheron.h
benign,bbc.stats.com/
benign,familytreemaker.genealogy.com/users/m/c/g/Marti
phishing,serasa-experian.website
benign,archive.org/stream/addressesproce1899natiuoft/a
benign,facebook.com/group.php?gid=4943850963
benign,en.wikipedia.org/wiki/1950_NAIA_Men%27s_Divisio
benign,zimbio.com/photos/Seth+Sinovic/Andy+Najar
benign,sports.espn.go.com/nfl/news/story?id=5984058
benign,rootsweb.ancestry.com/~nyononda/CEMETERY/HOUGHT
benign,kckcmedical.com/
benign,billiard-antiques.com/tables/trophytable.html
benign,adc.arkansas.gov/
benign,en.wikipedia.org/wiki/Michel_Briere
defacement,http://www.prospectparkquietskies.org/frequentl
benign,ukrainevengland.com/
phishing,central-pages-security.ga
benign,kanaly.com/en/art/?4
benign,freepages.genealogy.rootsweb.ancestry.com/~npme
benign,freepages.genealogy.rootsweb.ancestry.com/~vane
benign,en.wikipedia.org/wiki/Selau
defacement,http://www.vittorioguzzo.it/mappa-del-sito.html
benign,mp3boo.com/download-mp3/lostprophets-liberation
benign,http://ap.org/Content/AP-In-The-News/2015/AP-to
defacement,http://artturo.com/showcase-places/salao-elysiu
benign,uk.linkedin.com/pub/dir/+/Meldrum
benign,people.famouswhy.com/cassidy_gifford/
benign,resershop.blogspot.com/2008/07/trail-building-a
benign,babycenter.com/baby-names-janina-2232.htm
benign,snowcaptraffic.com/records/ted
benign,heenan.ca/en/ourTeam/bio?id=331
benign,huffingtonpost.com/2011/11/19/avalanche-beat-st
phishing,no3m7nblnvhstxevfqrd.maherstcottage.com.au
benign,uk.ratemyteachers.com/teacher/D
benign,linkedin.com/pub/amelia-campbell/10/b23/46
defacement,http://freesoftpage.de/download-server/viewcate
benign,freeclassicaudiobooks.com/audiobooks/Sawyer/mp3
benign,nndb.com/people/092/000095804/
benign,amazon.com/Captain-America-Avenger-Alan-Silvest
benign,henryrollins.shop.musictoday.com/Product.aspx?p
benign,city-data.com/zips/27514.html
benign,flixster.com/actor/anke-engelke
benign,encyclopedia2.thefreedictionary.com/Royal+water
benign,mcgillgynonc.com/
benign,economicexpert.com/a/CEGEP.htm
benign,bathtownship.org/
defacement,http://www.eidondigitalgallery.it/index.php?opt
benign,finance.yahoo.com/q?s=umbf
benign,singinglessonsreviews.com/
benign,richardeaston.com/
benign,http://digg.com/video/heres-the-trailer-for-cow
benign,blogcritics.org/music/article/music-review-the-
benign,campaignmoney.com/political/committees/texans-f
phishing,shop.selectcellars.com.au
benign,ubayp.com/
benign,linkedin.com/pub/street-guy/7/b0b/a52
benign,facebook.com/codmansqhealthcenter
benign,3pb.co.uk/profile/andrew-macphail
benign,kcradio.tripod.com/
benign,whosdatedwho.com/tpx_126564/miranda-garrison/
benign,search-torrent.com/search.php?t=wwe%20survivor%
benign,freebase.com/view/en/dick_peabody
phishing,http://juststickitthesignpros.net/shanghai/shan
benign,en-gb.facebook.com/tvaquebec
defacement,http://www.toriyama-k.jp/ryoukin.html
benign,ayushitravel.com/
benign,dl.acm.org/citation.cfm?id=1387153
benign,video.tvguide.com/Search/Joie+Lee
benign,simple.wikipedia.org/wiki/Fun_and_Fancy_Free
benign,en.wikipedia.org/wiki/Asunder_(band)
benign,iwatchmoviesonline.eu/movies/possession-2002/
benign,cbenee.webs.com/mlpwtw.htm
benign,predators.nhl.com/club/page.htm?id=65319
benign,quickfacts.census.gov/qfd/states/27/27099.html
malware,http://9779.info/%E5%BF%AB%E4%B9%90%E6%9A%91%E5
benign,amazon.com/s?ie=UTF8&rh=i%3Aaps%2Ck%3ARoger%20S
defacement,http://www.australiasworstjournalist.com.au/wor
benign,music.wikia.com/wiki/List_of_record_labels_star
benign,tv.com/people/tara-spencer-nairn/
benign,techfellow.com/disruptive-innovation/scott-bani
phishing,billing-customer372.com
phishing,http://kitchenfashionista.com/ugfhedgtrfewty.ph
benign,volatilephotography.blogspot.com/2008_07_01_arc
defacement,http://www.malin-kh.cz/zpravy-z-malina.1
benign,youtube.com/watch?v=MllwSCrJz9g
benign,jdco.org/index5.html
defacement,http://mahshov.com/index.php?option=com_content
benign,askbiography.com/bio/1976_Kansas_City_Chiefs_se
defacement,http://www.westlondongmpresources.org.uk/index.
phishing,notificatiionspages.000webhostapp.com
benign,http://jalopnik.com/justice-police-drop-charges
benign,rudysbarnyc.com/
benign,wn.com/Frere_chasseur
benign,youtube.com/watch?v=UaAn4BgY5iI
malware,http://grasslandhotel.com.vn/index.php/componen
benign,http://olx.ua/uk/list/q-%d0%ba%d1%80%d0%be%d1%8
defacement,http://mascoterossolidarios.org/index.php?optio
benign,facebook.com/people/Keith-Laxton/733929458
benign,hollywoodpreviews.com/rebecca-de-mornay.html
malware,http://www.xpj5988.com/promotion.htm;jsessionid
benign,crazyabouttv.com/rhoda.html
defacement,http://www.agroverdad.com.ar/noticias/generales
defacement,http://butrading.com/index.php?page=shop.browse
benign,thesilentballet.com/tsbt/2004top502.html
benign,sportscollectors.net/Players.aspx?c=3&bl=Y&el=Y
benign,darylmorgan.com/?p=1
benign,thegoalisgreen.canadiens.com/
benign,imtl.org/montreal/building/Drummond-Medical-Bui
defacement,http://benchmarkms.com/projects/churches/album/
benign,http://torrentdn.com/bbs/s.php?bo_table=torrent
benign,absoluteastronomy.com/topics/Italy_national_foo
defacement,http://www.lacos.de/cms_neu/index.php?option=co
benign,barnesandnoble.com/w/exit-wounds-modan/11006496
phishing,http://www.paypal.com.login.paypal.com-login.lo
defacement,http://www.biodiatrofi.gr/index.php?option=com_
defacement,http://www.congaltonheating.com/product-selecti
benign,nytimes.com/2011/05/16/world/europe/16turkey.ht
defacement,http://www.yunti.net/zh_news_view.asp?id=4
phishing,md-380.co.uk
benign,prsearch.com/new_jersey/middlesex.htm
benign,longviewusa.com/directory
benign,pitch.com/plog/archives/2011/09/26/before-the-p
defacement,http://www.minutemanpizzaparlor.com/blog
benign,wiki.answers.com/Q/How_old_is_Jonny_Lang
benign,youtube.com/watch?v=vO0aYcBDn6M
benign,http://superuser.com/questions/914461/network-s
benign,wiki.answers.com/Q/When_did_Alexandre_Bilodeau_
benign,desireworship.com/
defacement,http://www.thepudom.com/d/index.php?option=com_
benign,linkedin.com/company/la-corporation-f-lix-huber
benign,metrolyrics.com/left-outside-alone-lyrics-anast
benign,greatschools.org/washington/ravensdale/
benign,aboutdivorce.org/mo/harrisonville.html
benign,songkick.com/artists/62987-melora-creager
benign,http://twitter.com/home?status=%E3%83%8C%E3%81%
defacement,http://www.gypsyspirit.eu/index.php?start=40
benign,spokeo.com/Ray+Chapman
benign,associatedcontent.com/article/321672/jesse_gond
benign,nei.org/aboutnei/governanceandleadership/richar
benign,theurbandaily.com/music/theurbandailystaff2/did
benign,impacttest.com/doctors/id/471
benign,http://serverfault.com/questions/81605/messages
benign,http://auto.ru/cars/bmw/x3/all/?search%5Bstate%
defacement,http://www.advinno.com/products/fpga/102
benign,irentdallas.com/kesslerpark.htm
benign,movie-list.com/trailers.php?id=cairotime
benign,boston1775.blogspot.com/2008/12/asa-pollard-cas
benign,proteinwisdom.com/?p=10714
benign,photobucket.com/images/zaho/
benign,rorylofthouse.co.uk/
benign,videosurf.com/3x-krazy-40342
benign,ticketsinventory.com/concert/peter-murphy-ticke
benign,123people.com/s/sid+lee
benign,belgium-dating.connectingsingles.com/
benign,genforum.genealogy.com/audet/
benign,blu-raydisc-reporter.com/
benign,en-gb.facebook.com/DanBlackburnIM
benign,https://twitter.com/home?status=%E3%83%8C%E3%81
benign,cityofnovi.org/Resources/Library/Minutes/Planni
benign,poland-rentals.com/
benign,espn.go.com/mlb/standings
benign,yatedo.com/s/Annie+G%C3%A9rin
benign,ca.linkedin.com/in/actorrobertnolan
benign,skullfracturingmetal.blogspot.com/2011/10/warbr
defacement,http://www.brocantezussen.nl/index.php?page=sho
benign,en.wikipedia.org/wiki/2010_Kansas_Collegiate_At
benign,kocosports.com/absolutenm/anmviewer.asp?a=29850
benign,scribd.com/doc/59490441/Podcasting-For-Dummies
benign,facebook.com/fred.silva2
benign,ca.linkedin.com/pub/paola-samuel/3/A67/798
benign,torontolife.com/daily/informer/from-print-editi
benign,renewableenergyworld.com/rea/news/article/2011/
benign,silenthollywood.com/WAMPUSbabystars.html
benign,forum4designers.net/message501677.html
benign,123people.ca/s/michel+turcotte
benign,picarena.com/index.php?fighter1=Roberta+Vasquez
benign,http://olx.co.id/i2/properti/apartment/dijual-a
benign,jimmartinsongs.com/
benign,torrentdownloads.net/torrent/1653294361/le+devo
benign,http://techcrunch.com/2013/06/10/lamoda-the-sam
benign,http://thenextweb.com/magazine/2012/11/30/10-co
defacement,http://aikido-dongen.nl/index.php?option=com_co
defacement,http://www.berufungswege.de/kontaktformular.htm
defacement,http://www.yunnanguolv.com/News/HTML/1376.html
benign,candystand.com/play/headcase
benign,the-daily-record.com/news/printer_friendly/5125
benign,altiusdirectory.com/Sports/pan-american-games-s
benign,senate.leg.state.mn.us/members/member_bio.php?d
benign,foster.ly/
defacement,http://bollucatml.k12.tr/index.php?option=com_p
benign,vertor.com/torrents/472939/V-A-The-Stuff-That-D
benign,repalriley38.com/
benign,yatedo.com/s/Holy+Family+Church+%28Kansas+City%
benign,tntvideo.com/
benign,http://fortune.com/video/2014/11/18/snapchat-re
benign,nxtbook.com/nxtbooks/sb/rts0110_tbg/index.php?s
defacement,http://www.gonzalespd.org/index.php?option=com_
defacement,http://www.feuerwehr-treuenbrietzen.de/index.ph
benign,cateyandrews.hubpages.com/
benign,mylife.com/c-1379455376
benign,factbites.com/topics/Edward-Hincks
defacement,http://patrikcase.com/index.php?option=com_mail
benign,corridor.aero/
phishing,grupadellarte.pl
benign,redfin.com/neighborhood/2146/CA/Oakland/Pill-Hi
benign,philpapers.org/rec/ARMOCA
benign,tinkerandtheprimes.com/
benign,jonathandayton1975.com/class_classmates.cfm
benign,hollywoodtimemachine.blogspot.com/2007/11/vitap
benign,creativeimageproducts.com/
benign,cnmat.berkeley.edu/event/2010/05/21/open_sound_
benign,io9.com/5405052/1950s-science-fiction-loved-nea
phishing,http://www.ponyairset.com/wp-includes/js/shina/
defacement,http://www.briard-profi.de/component/rsgallery2
benign,mylife.com/gracecheneyparsons
benign,http://web.de/magazine/sport/mehr-sport/floyd-m
benign,http://sfglobe.com/2015/04/02/this-everyday-pro
benign,myspace.com/jeff_646
benign,metropolisbleu.org/index.php?id=152
benign,loc.gov/rr/business/BERA/issue3/football.html
benign,calgaryherald.com/topics/topic_browse.html?star
defacement,http://www.ic-delta.ru/services/webdeveloping/c
defacement,"http://torontochieftains.com/component/option,c"
benign,http://web.de/magazine/unterhaltung/adel/royal-
phishing,http://pastehtml.com/view/bd7h2z44h.html
benign,spokeo.com/John+Houghtaling
benign,myspace.com/thesetofredthings
benign,en.wikipedia.org/wiki/San_Francisco
benign,facebook.com/people/Chuck-Walker/578779686
benign,rave.ca/
benign,zimbio.com/Kaniehtiio+Horn/pictures/pro
benign,music.napster.com/frank-sinatra-music/albums/11
benign,momcinema.com/free/pics-movies/vasconcelos/
benign,vodpod.com/watch/1436417-steve-brule-the-griddl
defacement,http://www.paulbattams.com.au/index.php?view=de
phishing,chaseonline1.com.chaseonlinee.com
benign,restaurants.uptake.com/ohio/lima/ohio_theatre_l
